,index,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_train,target_object,summarized_utterance,anchor_objects,referential_order,ref_objects_rel
46,15716,scene0340_00-bed-2-12-13,It is the bed closest to the window. It does not have a bag on it.,True,56,580,scene0340_00,bed,12,"['it', 'is', 'the', 'bed', 'closest', 'to', 'the', 'window', 'it', 'does', 'not', 'have', 'a', 'bag', 'on', 'it']",nr3d,True,True,True,False,False,True,bed,the bed closest to the window without a bag on it.,"['window', 'bag']","['window', 'bag', 'bed']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
47,8339,scene0416_00-towel-2-27-26,"Facing the foot of the bed, the towel to the left.",True,564,353,scene0416_00,towel,27,"['facing', 'the', 'foot', 'of', 'the', 'bed', 'the', 'towel', 'to', 'the', 'left']",nr3d,True,True,True,False,False,True,towel,the towel to the left of the foot of the bed.,['bed'],"['bed', 'towel']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
48,6515,scene0521_00-books-4-26-25-28-31,"When standing in the middle of the room facing the books, the correct one is on the right and closest to the ceiling.",True,411,353,scene0521_00,books,26,"['when', 'standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'facing', 'the', 'books', 'the', 'correct', 'one', 'is', 'on', 'the', 'right', 'and', 'closest', 'to', 'the', 'ceiling']",nr3d,True,True,True,False,False,True,book,the book on the right and closest to the ceiling when facing them from the middle of the room.,['ceiling'],"['ceiling', 'book']","[['ceiling', 'ceiling light', 'closet ceiling', 'ceiling fan', 'canopy', 'floor', 'decoration', 'hanging', 'wall hanging', 'structure', 'chandelier'], ['book', 'picture', 'music book', 'magazine', 'block', 'box', 'card', 'paper', 'object', 'machine', 'board']]"
49,10020,scene0134_00-armchair-4-8-6-7-9,Choose the chair that is to the left under the painting on the wall.,True,469,326,scene0134_00,armchair,8,"['choose', 'the', 'chair', 'that', 'is', 'to', 'the', 'left', 'under', 'the', 'painting', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,chair,the chair to the left under the painting.,['painting'],"['painting', 'chair']","[['painting', 'picture', 'decoration', 'machine', 'paper', 'whiteboard', 'board', 'block', 'object', 'sign', 'postcard'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
50,744,scene0296_00-pillow-5-26-23-42-53-54,The pillow on the coffee table,True,596,318,scene0296_00,pillow,26,"['the', 'pillow', 'on', 'the', 'coffee', 'table']",nr3d,True,True,True,False,False,True,pillow,the pillow on the coffee table.,['coffee table'],"['coffee table', 'pillow']","[['coffee table', 'side table', 'end table', 'table', 'dining table', 'tv stand', 'folded table', 'furniture', 'round table', 'kitchen island', 'pool table'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
51,10944,scene0093_00-trash_can-2-18-17,blue trash can under the table,True,534,268,scene0093_00,trash can,18,"['blue', 'trash', 'can', 'under', 'the', 'table']",nr3d,True,True,True,True,False,True,trash can,the trash can under the table.,['table'],"['table', 'trash can']","[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand'], ['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
52,98,scene0282_00-lamp-2-16-20,"'The floor lamp, not the lamp on the dresser.'",True,564,310,scene0282_00,lamp,16,"['the', 'floor', 'lamp', 'not', 'the', 'lamp', 'on', 'the', 'dresser', ""'""]",nr3d,True,True,True,False,False,True,lamp,the floor lamp.,[],['lamp'],"[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
53,5646,scene0006_00-picture-4-24-23-25-26,"Find the group of four pictures. You should choose the one on the top row, which is closer to the headboard of the bed.",True,597,518,scene0006_00,picture,24,"['find', 'the', 'group', 'of', 'four', 'pictures', 'you', 'should', 'choose', 'the', 'one', 'on', 'the', 'top', 'row', 'which', 'is', 'closer', 'to', 'the', 'headboard', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True,picture,choose the picture on the top row closer to the headboard of the bed.,"['headboard', 'bed']","['headboard', 'bed', 'picture']","[['headboard', 'wall hanging', 'board', 'display', 'bookshelf', 'decoration', 'pillow', 'shelf', 'bed', 'bulletin board', 'furniture'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light']]"
54,10640,scene0137_00-pillow-5-8-7-13-14-18,"Second bed, first pillow on your right",False,175,132,scene0137_00,pillow,8,"['second', 'bed', 'first', 'pillow', 'on', 'your', 'right']",nr3d,True,True,True,False,False,True,pillow,the first pillow on your right on the second bed.,"['picture', 'bed']","['picture', 'bed', 'pillow']","[['picture', 'block', 'machine', 'object', 'case', 'clip', 'board', 'heater', 'decoration', 'ledge', 'light'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
55,18544,scene0682_00-kitchen_cabinets-4-3-2-5-11,The upper cabinet above the sink.,True,656,106,scene0682_00,kitchen cabinets,3,"['the', 'upper', 'cabinet', 'above', 'the', 'sink']",nr3d,True,True,True,False,False,True,cabinet,the cabinet above the sink.,['sink'],"['sink', 'cabinet']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
56,4172,scene0001_00-table-3-5-3-4,The largest grey table.,True,564,85,scene0001_00,table,5,"['the', 'largest', 'grey', 'table']",nr3d,True,True,False,True,True,True,table,the largest grey table.,[],['table'],"[['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
57,28304,scene0059_00-backpack-4-27-38-40-41,The backpack on the chair which underneath the door handle and closet to the wooden chair,True,178,648,scene0059_00,backpack,27,"['the', 'backpack', 'on', 'the', 'chair', 'which', 'underneath', 'the', 'door', 'handle', 'and', 'closet', 'to', 'the', 'wooden', 'chair']",nr3d,True,True,True,False,False,True,backpack,the backpack on the chair near the wooden chair.,['chair'],"['chair', 'backpack']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
58,7571,scene0501_00-bar-3-21-15-16,Select the vertical bar.,True,132,579,scene0501_00,bar,21,"['select', 'the', 'vertical', 'bar']",nr3d,True,True,False,False,True,True,hanging,choose the vertical bar.,[],['hanging'],"[['hanging', 'picture', 'decoration', 'machine', 'block', 'clip', 'structure', 'heater', 'display', 'frame', 'object']]"
59,19204,scene0336_00-bookshelf-3-0-24-65,Choose the bookshelf next to the oval mirror on the wall.,True,85,56,scene0336_00,bookshelf,0,"['choose', 'the', 'bookshelf', 'next', 'to', 'the', 'oval', 'mirror', 'on', 'the', 'wall']",nr3d,True,True,True,False,True,True,bookshelf,the bookshelf next to the oval mirror on the wall.,"['mirror', 'wall']","['mirror', 'wall', 'bookshelf']","[['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car'], ['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['bookshelf', 'shelf', 'closet shelf', 'storage shelf', 'wardrobe cabinet', 'pantry shelf', 'closet', 'kitchen cabinet', 'cabinet', 'wardrobe closet', 'display case']]"
60,19813,scene0126_00-file_cabinet-2-31-27,the file cabinet closest to the door,True,220,203,scene0126_00,file cabinet,31,"['the', 'file', 'cabinet', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,file cabinet,the file cabinet near the door.,['door'],"['door', 'file cabinet']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['file cabinet', 'cabinet', 'cabinet door', 'file organizer', 'wardrobe cabinet', 'storage bin', 'drawer', 'kitchen cabinet', 'storage box', 'bathroom cabinet', 'folder']]"
61,13408,scene0350_00-trash_can-3-41-8-24,small light colored trash can.,True,94,132,scene0350_00,trash can,41,"['small', 'light', 'colored', 'trash', 'can']",nr3d,True,True,False,True,True,True,trash can,small light-colored trash can.,[],['trash can'],"[['trash can', 'trash bin', 'plastic bin', 'recycling bin', 'trash bag', 'bucket', 'storage bin', 'garbage bag', 'bin', 'plastic storage bin', 'food container']]"
62,714,scene0091_00-pillow-4-14-15-16-17,The pillow on the couch that is black and white,True,596,82,scene0091_00,pillow,14,"['the', 'pillow', 'on', 'the', 'couch', 'that', 'is', 'black', 'and', 'white']",nr3d,True,True,True,True,False,True,pillow,the black and white pillow on the couch.,['couch'],"['couch', 'pillow']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
63,2099,scene0331_00-shoes-2-46-47,shoe is farthest from the bed with the pink and blue pillows,True,127,356,scene0331_00,shoes,46,"['shoe', 'is', 'farthest', 'from', 'the', 'bed', 'with', 'the', 'pink', 'and', 'blue', 'pillows']",nr3d,True,True,True,True,False,True,shoe,the shoe farthest from the bed with the pink and blue pillows.,"['bed', 'pillow']","['bed', 'pillow', 'shoe']","[['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm'], ['shoe', 'boots', 'slipper', 'sock', 'step', 'shoe rack', 'picture', 'object', 'tire', 'box', 'mouse']]"
64,19878,scene0155_00-desk-4-22-26-28-30,desk with the chair pushed out with a backpack on it,True,668,368,scene0155_00,desk,22,"['desk', 'with', 'the', 'chair', 'pushed', 'out', 'with', 'a', 'backpack', 'on', 'it']",nr3d,True,True,True,False,False,True,desk,the desk with a backpack on the chair.,"['chair', 'backpack']","['chair', 'backpack', 'desk']","[['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
65,17816,scene0654_00-chair-2-6-5,"The chair that is at the kitchen island, on the side that is closer to the sink and floor rug",True,717,29,scene0654_00,chair,6,"['the', 'chair', 'that', 'is', 'at', 'the', 'kitchen', 'island', 'on', 'the', 'side', 'that', 'is', 'closer', 'to', 'the', 'sink', 'and', 'floor', 'rug']",nr3d,True,True,True,False,False,True,chair,"the chair at the kitchen island, closer to the sink and floor rug.","['sink', 'floor', 'kitchen island']","['sink', 'floor', 'kitchen island', 'chair']","[['sink', 'soap dish', 'toilet', 'bathroom counter', 'soap', 'boat', 'counter', 'washing machine', 'picture', 'water fountain', 'bath products'], ['floor', 'closet floor', 'carpet', 'shower floor', 'step', 'picture', 'shoe', 'table', 'mat', 'scale', 'toilet'], ['kitchen island', 'kitchen counter', 'kitchen cabinet', 'dining table', 'bathroom counter', 'table', 'workbench', 'breakfast bar', 'counter', 'furniture', 'side table'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
66,9658,scene0592_00-table-6-61-32-33-34-59-60,four tables in the middle. select the one that faces towards the doors top right,False,175,644,scene0592_00,table,61,"['four', 'tables', 'in', 'the', 'middle', 'select', 'the', 'one', 'that', 'faces', 'towards', 'the', 'doors', 'top', 'right']",nr3d,True,True,True,False,False,True,table,the table facing towards the top right of the doors.,['door'],"['door', 'table']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
67,8405,scene0082_00-table-4-10-7-8-9,the desk in a very right-hand corner of the room,True,570,645,scene0082_00,table,10,"['the', 'desk', 'in', 'a', 'very', 'right', 'hand', 'corner', 'of', 'the', 'room']",nr3d,True,True,True,False,False,True,desk,the desk in the right-hand corner of the room.,[],['desk'],"[['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
68,4074,scene0654_00-kitchen_cabinets-3-21-2-10,THe brown cabinets with a stool directly in front of them.,True,260,21,scene0654_00,kitchen cabinets,21,"['the', 'brown', 'cabinets', 'with', 'a', 'stool', 'directly', 'in', 'front', 'of', 'them']",nr3d,True,True,True,True,False,True,cabinet,the cabinets with a stool in front of them.,['stool'],"['stool', 'cabinet']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
69,24330,scene0005_00-chair-4-4-3-5-16,"As you walk in the door, the first chair in front of you closest to the wall.",True,528,597,scene0005_00,chair,4,"['as', 'you', 'walk', 'in', 'the', 'door', 'the', 'first', 'chair', 'in', 'front', 'of', 'you', 'closest', 'to', 'the', 'wall']",nr3d,True,True,True,False,False,True,chair,the first chair closest to the wall as you walk in the door.,"['door', 'wall']","['door', 'wall', 'chair']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['wall', 'picture', 'machine', 'block', 'board', 'mail', 'case', 'salt', 'scale', 'decoration', 'ball'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
70,1184,scene0017_00-monitor-4-13-14-15-16,The monitor that is directly in front of the keyboard you will see a painting directly above it with a purple border.,False,107,702,scene0017_00,monitor,13,"['the', 'monitor', 'that', 'is', 'directly', 'in', 'front', 'of', 'the', 'keyboard', 'you', 'will', 'see', 'a', 'painting', 'directly', 'above', 'it', 'with', 'a', 'purple', 'border']",nr3d,True,True,True,True,False,True,monitor,the monitor with a painting above it.,['painting'],"['painting', 'monitor']","[['painting', 'picture', 'decoration', 'machine', 'paper', 'whiteboard', 'board', 'block', 'object', 'sign', 'postcard'], ['monitor', 'tv', 'display', 'remote', 'picture', 'machine', 'alarm', 'controller', 'laptop', 'scale', 'heater']]"
71,4059,scene0059_00-table-2-7-6,the table found next to refrigerator,True,173,192,scene0059_00,table,7,"['the', 'table', 'found', 'next', 'to', 'refrigerator']",nr3d,True,True,True,False,False,True,table,the table next to the refrigerator.,['refrigerator'],"['refrigerator', 'table']","[['refrigerator', 'mini fridge', 'vending machine', 'cabinet door', 'kitchen cabinet', 'file cabinet', 'cabinet', 'door', 'oven', 'tv', 'bathroom cabinet'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
