,scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train,summarized_utterance,target_object,anchor_objects,referential_order,ref_objects_rel
45,scene0305_00,32,[33],the telephone that is farthest from the stool,scene0305_00-telephone-2-32-33,horizontal,farthest,telephone,['stool'],[36],"['the', 'telephone', 'that', 'is', 'farthest', 'from', 'the', 'stool']",sr3d,True,True,True,the telephone that is farthest from the stool,telephone,"['stool', 'telephone']","['stool', 'telephone']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['telephone', 'tv', 'mail', 'headphones', 'picture', 'remote', 'switch', 'iron', 'clock', 'block', 'pipe']]"
46,scene0101_02,23,"[16, 17]",find the window that is close to the rail,scene0101_02-window-3-23-16-17,horizontal,closest,window,['rail'],[55],"['find', 'the', 'window', 'that', 'is', 'close', 'to', 'the', 'rail']",sr3d,True,True,True,find the window that is close to the rail,window,"['rail', 'window']","['rail', 'window']","[['rail', 'stair rail', 'handrail', 'hand rail', 'picture', 'step', 'rod', 'mail', 'machine', 'board', 'tube'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
47,scene0110_00,21,[13],find the bed that is far from the door,scene0110_00-bed-2-21-13,horizontal,farthest,bed,['door'],[4],"['find', 'the', 'bed', 'that', 'is', 'far', 'from', 'the', 'door']",sr3d,True,True,True,find the bed that is far from the door,bed,"['door', 'bed']","['door', 'bed']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['bed', 'mattress', 'sofa bed', 'car', 'pillow', 'tv', 'boat', 'headboard', 'futon', 'seat', 'couch']]"
48,scene0000_00,2,[35],choose the table that is near the kitchen counter,scene0000_00-table-2-2-35,horizontal,closest,table,['kitchen counter'],[3],"['choose', 'the', 'table', 'that', 'is', 'near', 'the', 'kitchen', 'counter']",sr3d,True,True,True,choose the table that is near the kitchen counter,table,"['kitchen counter', 'table']","['kitchen counter', 'table']","[['kitchen counter', 'bathroom counter', 'kitchen island', 'kitchen cabinet', 'counter', 'breakfast bar', 'dining table', 'table', 'workbench', 'drawer', 'coffee maker'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
49,scene0072_00,27,"[17, 18]",choose the bag that is closer to the shelf,scene0072_00-bag-3-27-17-18,horizontal,closest,bag,['shelf'],[21],"['choose', 'the', 'bag', 'that', 'is', 'closer', 'to', 'the', 'shelf']",sr3d,True,True,True,choose the bag that is closer to the shelf,bag,"['shelf', 'bag']","['shelf', 'bag']","[['shelf', 'storage shelf', 'bookshelf', 'closet shelf', 'display', 'display rack', 'pantry shelf', 'closet', 'stand', 'cabinet', 'structure'], ['bag', 'food bag', 'purse', 'backpack', 'shopping bag', 'grocery bag', 'duffel bag', 'luggage', 'paper bag', 'mail', 'trash bag']]"
50,scene0673_05,67,"[43, 46, 54]",choose the backpack that is far from the lamp,scene0673_05-backpack-4-67-43-46-54,horizontal,farthest,backpack,['lamp'],[42],"['choose', 'the', 'backpack', 'that', 'is', 'far', 'from', 'the', 'lamp']",sr3d,True,True,True,choose the backpack that is far from the lamp,backpack,"['lamp', 'backpack']","['lamp', 'backpack']","[['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin'], ['backpack', 'bag', 'duffel bag', 'purse', 'luggage', 'food bag', 'suitcase', 'grocery bag', 'golf bag', 'shopping bag', 'messenger bag']]"
51,scene0548_00,12,[10],choose the door that is farthest from the mirror,scene0548_00-door-2-12-10,horizontal,farthest,door,['mirror'],[33],"['choose', 'the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'mirror']",sr3d,True,True,True,choose the door that is farthest from the mirror,door,"['mirror', 'door']","['mirror', 'door']","[['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
52,scene0419_00,10,[41],choose the door that is between the doors and the stove,scene0419_00-door-2-10-41,between,between,door,"['doors', 'stove']","[8, 59]","['choose', 'the', 'door', 'that', 'is', 'between', 'the', 'doors', 'and', 'the', 'stove']",sr3d,True,True,True,choose the door that is between the doors and the stove,door,"['door', 'stove', 'door']","['door', 'stove', 'door']","[['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window'], ['stove', 'stovetop', 'oven', 'heater', 'machine', 'microwave', 'toaster', 'picture', 'pot', 'vent', 'step'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
53,scene0646_01,16,[26],select the window that is farthest from the stairs,scene0646_01-window-2-16-26,horizontal,farthest,window,['stairs'],[4],"['select', 'the', 'window', 'that', 'is', 'farthest', 'from', 'the', 'stairs']",sr3d,True,True,True,select the window that is farthest from the stairs,window,"['stair', 'window']","['stair', 'window']","[['stair', 'staircase', 'stair rail', 'step', 'handrail', 'ladder', 'banister', 'railing', 'folded ladder', 'stepladder', 'hand rail'], ['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent']]"
54,scene0309_01,32,"[47, 58]",choose the plant that is far away from the window,scene0309_01-plant-3-32-47-58,horizontal,farthest,plant,['window'],[54],"['choose', 'the', 'plant', 'that', 'is', 'far', 'away', 'from', 'the', 'window']",sr3d,True,True,True,choose the plant that is far away from the window,plant,"['window', 'plant']","['window', 'plant']","[['window', 'windowsill', 'glass', 'display case', 'door', 'display', 'frame', 'case', 'blinds', 'screen', 'vent'], ['plant', 'pot', 'potted plant', 'picture', 'flowerpot', 'decoration', 'can', 'block', 'fish', 'object', 'container']]"
55,scene0505_01,4,"[3, 42, 50, 51]",select the office chair that is far from the computer tower,scene0505_01-office_chair-5-4-3-42-50-51,horizontal,farthest,office chair,['computer tower'],[49],"['select', 'the', 'office', 'chair', 'that', 'is', 'far', 'from', 'the', 'computer', 'tower']",sr3d,True,True,True,select the office chair that is far from the computer tower,office chair,"['computer tower', 'office chair']","['computer tower', 'office chair']","[['computer tower', 'laptop', 'media center', 'printer', 'copier', 'structure', 'machine', 'tv', 'elevator', 'boiler', 'exercise machine'], ['office chair', 'chair', 'armchair', 'furniture', 'folded chair', 'rocking chair', 'carseat', 'sofa chair', 'massage chair', 'exercise bike', 'seat']]"
56,scene0392_01,23,[44],find the cabinet that is near the refrigerator,scene0392_01-cabinet-2-23-44,horizontal,closest,cabinet,['refrigerator'],[35],"['find', 'the', 'cabinet', 'that', 'is', 'near', 'the', 'refrigerator']",sr3d,True,True,True,find the cabinet that is near the refrigerator,cabinet,"['refrigerator', 'cabinet']","['refrigerator', 'cabinet']","[['refrigerator', 'mini fridge', 'vending machine', 'cabinet door', 'kitchen cabinet', 'file cabinet', 'cabinet', 'door', 'oven', 'tv', 'bathroom cabinet'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
57,scene0309_01,62,[24],select the table that is far from the water cooler,scene0309_01-table-2-62-24,horizontal,farthest,table,['water cooler'],[36],"['select', 'the', 'table', 'that', 'is', 'far', 'from', 'the', 'water', 'cooler']",sr3d,True,True,True,select the table that is far from the water cooler,table,"['water cooler', 'table']","['water cooler', 'table']","[['water cooler', 'water fountain', 'dispenser', 'coffee maker', 'water bottle', 'heater', 'washing machine', 'trash bin', 'trash can', 'case of water bottles', 'toilet'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
58,scene0101_02,54,"[38, 52]",choose the towel that is near the bathroom vanity,scene0101_02-towel-3-54-38-52,horizontal,closest,towel,['bathroom vanity'],[9],"['choose', 'the', 'towel', 'that', 'is', 'near', 'the', 'bathroom', 'vanity']",sr3d,True,True,True,choose the towel that is near the bathroom vanity,towel,"['bathroom vanity', 'towel']","['bathroom vanity', 'towel']","[['bathroom vanity', 'bathroom counter', 'bathroom cabinet', 'bathroom stall', 'toilet', 'toiletry', 'bath products', 'wardrobe closet', 'sink', 'shower door', 'changing station'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
59,scene0642_00,44,"[41, 42, 46]",choose the towel that is closer to the tv,scene0642_00-towel-4-44-41-42-46,horizontal,closest,towel,['tv'],[9],"['choose', 'the', 'towel', 'that', 'is', 'closer', 'to', 'the', 'tv']",sr3d,True,True,True,choose the towel that is closer to the tv,towel,"['tv', 'towel']","['tv', 'towel']","[['tv', 'tv stand', 'fan', 'bar', 'car', 'picture', 'remote', 'monitor', 'mail', 'salt', 'laptop'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
60,scene0276_01,15,[16],"looking at the front of the couch, choose the table that is on the left of it",scene0276_01-table-2-15-16,allocentric,left,table,['couch'],[18],"['looking', 'at', 'the', 'front', 'of', 'the', 'couch', 'choose', 'the', 'table', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True,"looking at the front of the couch, choose the table that is on the left of it",table,"['couch', 'table']","['couch', 'table']","[['couch', 'couch cushions', 'sofa', 'sofa bed', 'sofa chair', 'furniture', 'armchair', 'pillow', 'futon', 'chair', 'seat'], ['table', 'dining table', 'side table', 'round table', 'end table', 'coffee table', 'desk', 'folded table', 'plate', 'counter', 'stand']]"
61,scene0416_00,15,"[17, 18]",find the door that is near the cabinet,scene0416_00-door-3-15-17-18,horizontal,closest,door,['cabinet'],[23],"['find', 'the', 'door', 'that', 'is', 'near', 'the', 'cabinet']",sr3d,True,True,True,find the door that is near the cabinet,door,"['cabinet', 'door']","['cabinet', 'door']","[['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
62,scene0263_01,11,[1],select the cabinet that is near the keyboard,scene0263_01-cabinet-2-11-1,horizontal,closest,cabinet,['keyboard'],[15],"['select', 'the', 'cabinet', 'that', 'is', 'near', 'the', 'keyboard']",sr3d,True,True,True,select the cabinet that is near the keyboard,cabinet,"['keyboard', 'cabinet']","['keyboard', 'cabinet']","[['keyboard', 'keyboard piano', 'laptop', 'printer', 'controller', 'machine', 'picture', 'remote', 'heater', 'notepad', 'block'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
63,scene0002_00,52,[51],the lamp that is closer to the microwave,scene0002_00-lamp-2-52-51,horizontal,closest,lamp,['microwave'],[61],"['the', 'lamp', 'that', 'is', 'closer', 'to', 'the', 'microwave']",sr3d,True,True,True,the lamp that is closer to the microwave,lamp,"['microwave', 'lamp']","['microwave', 'lamp']","[['microwave', 'oven', 'stove', 'toaster oven', 'coffee maker', 'machine', 'washing machine', 'object', 'toaster', 'picture', 'box'], ['lamp', 'desk lamp', 'light', 'cup', 'candle', 'salt', 'fan', 'night light', 'mug', 'tv', 'bin']]"
64,scene0209_00,35,[36],the door that is beside the suitcase,scene0209_00-door-2-35-36,horizontal,closest,door,['suitcase'],[6],"['the', 'door', 'that', 'is', 'beside', 'the', 'suitcase']",sr3d,True,True,True,the door that is beside the suitcase,door,"['suitcase', 'door']","['suitcase', 'door']","[['suitcase', 'luggage', 'briefcase', 'duffel bag', 'instrument case', 'case', 'box', 'lunch box', 'guitar case', 'backpack', 'toolbox'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
65,scene0362_02,31,"[20, 23]",find the door that is far from the mirror,scene0362_02-door-3-31-20-23,horizontal,farthest,door,['mirror'],[13],"['find', 'the', 'door', 'that', 'is', 'far', 'from', 'the', 'mirror']",sr3d,True,True,True,find the door that is far from the mirror,door,"['mirror', 'door']","['mirror', 'door']","[['mirror', 'mirror doors', 'glass', 'window', 'tv', 'frame', 'tap', 'door', 'bar', 'wig', 'car'], ['door', 'door wall', 'doorframe', 'closet door', 'cabinet door', 'mirror doors', 'shower door', 'toilet', 'box', 'garage door', 'window']]"
66,scene0341_01,6,[55],the whiteboard that is near the stool,scene0341_01-whiteboard-2-6-55,horizontal,closest,whiteboard,['stool'],[7],"['the', 'whiteboard', 'that', 'is', 'near', 'the', 'stool']",sr3d,True,True,True,the whiteboard that is near the stool,whiteboard,"['stool', 'whiteboard']","['stool', 'whiteboard']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['whiteboard', 'board', 'blackboard', 'sign', 'painting', 'whiteboard eraser', 'picture', 'bulletin board', 'notepad', 'display', 'cardboard']]"
67,scene0673_00,37,[14],find the pillow that is farthest from the stool,scene0673_00-pillow-2-37-14,horizontal,farthest,pillow,['stool'],[70],"['find', 'the', 'pillow', 'that', 'is', 'farthest', 'from', 'the', 'stool']",sr3d,True,True,True,find the pillow that is farthest from the stool,pillow,"['stool', 'pillow']","['stool', 'pillow']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['pillow', 'cloth', 'mattress', 'couch', 'couch cushions', 'blanket', 'futon', 'paper', 'purse', 'picture', 'alarm']]"
68,scene0511_00,6,"[5, 7]",the cabinet that is far away from the recycling bin,scene0511_00-cabinet-3-6-5-7,horizontal,farthest,cabinet,['recycling bin'],[9],"['the', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'recycling', 'bin']",sr3d,True,True,True,the cabinet that is far away from the recycling bin,cabinet,"['recycling bin', 'cabinet']","['recycling bin', 'cabinet']","[['recycling bin', 'trash bin', 'plastic bin', 'storage bin', 'trash can', 'plastic storage bin', 'compost bin', 'storage container', 'food container', 'plastic container', 'laundry hamper'], ['cabinet', 'kitchen cabinet', 'cabinet door', 'file cabinet', 'wardrobe cabinet', 'drawer', 'bathroom cabinet', 'display', 'case', 'box', 'board']]"
69,scene0419_01,19,"[8, 9, 14]",the towel that is far from the stool,scene0419_01-towel-4-19-8-9-14,horizontal,farthest,towel,['stool'],[5],"['the', 'towel', 'that', 'is', 'far', 'from', 'the', 'stool']",sr3d,True,True,True,the towel that is far from the stool,towel,"['stool', 'towel']","['stool', 'towel']","[['stool', 'stepstool', 'step stool', 'chair', 'footstool', 'side table', 'seat', 'office chair', 'furniture', 'end table', 'folded chair'], ['towel', 'hand towel', 'washcloth', 'blanket', 'cloth', 'paper towel', 'shower', 'bathrobe', 'laundry bag', 'toilet paper', 'sock']]"
70,scene0517_01,14,[15],find the desk that is near the shoes,scene0517_01-desk-2-14-15,horizontal,closest,desk,['shoes'],[45],"['find', 'the', 'desk', 'that', 'is', 'near', 'the', 'shoes']",sr3d,True,True,True,find the desk that is near the shoes,desk,"['shoe', 'desk']","['shoe', 'desk']","[['shoe', 'boots', 'slipper', 'sock', 'step', 'shoe rack', 'picture', 'object', 'tire', 'box', 'mouse'], ['desk', 'table', 'dining table', 'side table', 'workbench', 'end table', 'tv stand', 'furniture', 'bar', 'chair', 'drawer']]"
71,scene0604_00,3,[2],the chair that is close to the blanket,scene0604_00-chair-2-3-2,horizontal,closest,chair,['blanket'],[31],"['the', 'chair', 'that', 'is', 'close', 'to', 'the', 'blanket']",sr3d,True,True,True,the chair that is close to the blanket,chair,"['blanket', 'chair']","['blanket', 'chair']","[['blanket', 'cloth', 'towel', 'pillow', 'sock', 'hand towel', 'picture', 'coat', 'washcloth', 'mattress', 'clothes'], ['chair', 'armchair', 'office chair', 'folded chair', 'seat', 'furniture', 'rocking chair', 'sofa chair', 'stool', 'carseat', 'couch']]"
